DAMAGE,STRUCTURETYPE,dnbr,dndvi,Slope,Wind,NLCD,Longitude,Latitude,Damage_Code
No Damage,Single Family Residence Single Story,-0.0800000,-0.1600000,12.0100002,4.4099998,2,-118.668532141706606,34.071878124605668,2
No Damage,Single Family Residence Multi Story,0.0500000,0.0000000,8.2500000,5.4400001,2,-118.665175601918861,34.078843519768640,2
No Damage,Single Family Residence Multi Story,0.0400000,0.0100000,14.7900000,5.5100002,2,-118.666987837121951,34.078436998553826,2
Destroyed (>50%),Utility Misc Structure,0.2100000,0.2900000,7.4499998,3.8699999,2,-118.642620532881935,34.078118727386510,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.0900000,9.5699997,3.8699999,2,-118.642360758966362,34.078178914438034,1
Destroyed (>50%),Utility Misc Structure,0.1300000,0.1400000,7.4499998,3.8699999,2,-118.642473012444299,34.078045420421212,1
Destroyed (>50%),Single Family Residence Single Story,0.0300000,0.0400000,9.7100000,3.9900000,2,-118.642631889383736,34.078299632163862,1
Destroyed (>50%),Single Family Residence Single Story,0.1400000,0.1200000,9.5699997,3.8699999,2,-118.642209724319343,34.077948395217199,1
Destroyed (>50%),Utility Misc Structure,0.2600000,0.3600000,11.1999998,3.8699999,2,-118.642030447538090,34.077664834643208,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0300000,11.1999998,3.8699999,2,-118.641861449280341,34.077790152102239,1
No Damage,Single Family Residence Single Story,-0.0400000,-0.1400000,9.2700005,4.5799999,2,-118.668231467496199,34.071933172087881,2
No Damage,Utility Misc Structure,0.3300000,0.1900000,11.5100002,4.5799999,2,-118.668246852043737,34.072087567962988,2
No Damage,Single Family Residence Single Story,0.2200000,0.2500000,19.2500000,4.4099998,2,-118.669402606521984,34.072933492262678,2
Minor (10-25%),Utility Misc Structure,0.0600000,0.0500000,4.2600002,3.9900000,2,-118.643281482725300,34.079183439842495,1
Destroyed (>50%),Mobile Home Single Wide,0.1500000,0.1100000,12.8100004,3.9900000,2,-118.643360388044840,34.080449529016121,1
Destroyed (>50%),Single Family Residence Multi Story,0.0200000,0.0200000,11.6800003,3.8699999,2,-118.641751235876455,34.077361241587788,1
No Damage,Single Family Residence Multi Story,-0.0100000,-0.0500000,6.7399998,3.9900000,2,-118.643185636077703,34.079264496503171,2
Destroyed (>50%),Mobile Home Single Wide,0.1200000,0.1300000,13.3000002,3.9900000,2,-118.643395270525701,34.080357805561412,1
Destroyed (>50%),Mobile Home Single Wide,0.1000000,0.1100000,16.4899998,4.4000001,2,-118.618832074264901,34.070134326152377,1
Destroyed (>50%),Mobile Home Single Wide,0.2800000,0.4500000,17.5499992,4.0300002,2,-118.621704387080214,34.068954545766275,1
Destroyed (>50%),Mobile Home Double Wide,0.1600000,0.1500000,12.6000004,4.0300002,2,-118.622118213083851,34.068521549855177,1
Destroyed (>50%),Mixed Commercial/Residential,0.0800000,0.1400000,11.6099997,4.0300002,2,-118.623369895956415,34.069801549821825,1
Destroyed (>50%),Utility Misc Structure,0.2300000,0.2900000,12.8599997,3.3399999,2,-118.622358667830895,34.067649345237811,1
Destroyed (>50%),Single Family Residence Multi Story,0.2000000,0.1300000,10.3299999,3.3399999,2,-118.622484785906920,34.067884847724379,1
No Damage,Utility Misc Structure,0.2100000,0.1800000,19.6100006,4.4000001,2,-118.618747994649297,34.070137953001300,2
Destroyed (>50%),Mobile Home Single Wide,0.0700000,0.0900000,14.4700003,4.0300002,2,-118.622292444028162,34.069201117278126,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,0.0700000,11.2799997,3.5300000,2,-118.623700938613283,34.069918276846124,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.2300000,11.1499996,3.3399999,2,-118.622315041149164,34.067399111734041,1
No Damage,Single Family Residence Multi Story,0.1700000,0.1700000,9.7900000,3.0999999,2,-118.637018169849597,34.038412265276833,2
Affected (1-9%),Single Family Residence Multi Story,0.0500000,0.0300000,16.7900009,5.1900001,2,-118.668695831819377,34.070246553764704,1
No Damage,Single Family Residence Multi Story,0.0400000,-0.0400000,5.6300001,4.9899998,2,-118.667640773094604,34.069222422457749,2
No Damage,Single Family Residence Multi Story,0.0300000,-0.0300000,4.7300000,4.9899998,2,-118.668051975119255,34.068645679807553,2
Minor (10-25%),Utility Misc Structure,0.1800000,0.1500000,6.1500001,5.1900001,2,-118.668571850835463,34.068295435693493,1
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,-0.0500000,8.7799997,5.2199998,2,-118.668890691675870,34.068047017566897,1
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.0000000,5.1199999,4.9899998,2,-118.667780087422116,34.068959464478930,1
No Damage,Single Family Residence Single Story,0.1200000,0.1400000,19.7500000,4.0500002,2,-118.655329853504213,34.073872009278219,2
Destroyed (>50%),Single Family Residence Single Story,0.0600000,-0.0100000,8.1599998,3.8099999,2,-118.655009009420681,34.072732679567522,1
No Damage,Single Family Residence Single Story,0.0400000,-0.0500000,24.8500004,3.8099999,2,-118.655827265948375,34.071697928642244,2
Affected (1-9%),Utility Misc Structure,0.0500000,-0.0300000,20.0100002,4.0500002,2,-118.654971003497621,34.073767684237744,1
Destroyed (>50%),Utility Misc Structure,0.0300000,-0.0000000,6.2900000,3.8099999,2,-118.655178258308410,34.073070106145401,1
No Damage,Single Family Residence Single Story,-0.0400000,-0.0900000,24.2999992,3.7400000,2,-118.656417125815054,34.071658961932783,2
Destroyed (>50%),Single Family Residence Single Story,0.1000000,0.1200000,20.6900005,4.0500002,2,-118.655745500392925,34.073876499854272,1
No Damage,Utility Misc Structure,0.1300000,0.1500000,6.2900000,3.8099999,2,-118.655288478000486,34.072916791746117,2
Minor (10-25%),Utility Misc Structure,0.1000000,0.0500000,13.8500004,3.8099999,2,-118.655601193229003,34.072739096675782,1
No Damage,Utility Misc Structure,0.0900000,0.1400000,26.6700001,3.8099999,2,-118.655114762689195,34.071605179257389,2
Destroyed (>50%),Single Family Residence Single Story,0.0200000,-0.0400000,26.9699993,3.8099999,2,-118.655400982108418,34.071468143334251,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.0600000,16.9300003,4.2600002,2,-118.668416822278644,34.063809131736313,1
Destroyed (>50%),Single Family Residence Multi Story,0.1600000,0.2000000,12.7799997,4.2600002,2,-118.667186095305127,34.065242167561031,1
No Damage,Single Family Residence Multi Story,0.1000000,0.0500000,5.6300001,4.6300001,2,-118.621692167297482,34.072264663164695,2
No Damage,Single Family Residence Multi Story,0.1100000,-0.0300000,16.3299999,4.1900001,2,-118.666662437681623,34.068251161713697,2
No Damage,Single Family Residence Multi Story,0.0200000,0.0000000,17.3199997,4.9899998,2,-118.665983347259385,34.068399244344661,2
Destroyed (>50%),Utility Misc Structure,0.2100000,0.2400000,16.5900002,4.9899998,2,-118.666308918277949,34.068974263030469,1
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,-0.0100000,7.3400002,4.8800001,2,-118.665578816124011,34.069696633397655,1
Destroyed (>50%),Utility Misc Structure,0.1400000,0.1600000,35.1199989,3.3000000,2,-118.660709976928487,34.071077861971133,1
Destroyed (>50%),Utility Misc Structure,0.1600000,0.2000000,20.4899998,4.7199998,2,-118.668094171683151,34.062991202601502,1
Destroyed (>50%),Utility Misc Structure,0.1500000,0.1700000,20.3099995,4.2600002,2,-118.668298221304966,34.063734536122709,1
Destroyed (>50%),Utility Misc Structure,0.1300000,0.0800000,15.1099997,4.2600002,2,-118.667830692217024,34.064610103757886,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0300000,-0.0600000,15.1099997,4.2600002,2,-118.667652409870783,34.064647938850285,1
No Damage,Single Family Residence Multi Story,0.0700000,0.0900000,15.8500004,4.1900001,2,-118.666449064445445,34.068226867085912,2
No Damage,Single Family Residence Multi Story,0.1500000,0.0900000,15.8500004,4.9899998,2,-118.666461945388292,34.068388006388190,2
No Damage,Utility Misc Structure,-0.0000000,-0.0600000,9.4600000,4.8800001,2,-118.665862443005310,34.068893706997443,2
No Damage,Single Family Residence Multi Story,0.0200000,0.0000000,12.3599997,4.8800001,2,-118.665921682406704,34.068735499800596,2
Destroyed (>50%),Utility Misc Structure,0.1600000,0.1600000,8.8900003,4.9899998,2,-118.666394122584308,34.069367067006098,1
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.0500000,9.4399996,4.9899998,2,-118.666419164919532,34.069207740777806,1
Affected (1-9%),Single Family Residence Multi Story,0.0600000,-0.0100000,8.9899998,4.9899998,2,-118.666754443133001,34.069622365173686,1
Minor (10-25%),Single Family Residence Multi Story,0.2200000,0.1600000,28.8799992,3.3000000,2,-118.660571474678008,34.071089753646255,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0200000,-0.0400000,8.2600002,4.2600002,2,-118.632959461919967,34.078386715725017,1
No Damage,Single Family Residence Multi Story,-0.0300000,-0.0200000,13.6800003,4.5100002,2,-118.634831268901110,34.080497001904654,2
No Damage,Single Family Residence Multi Story,0.0500000,0.0800000,14.2799997,4.5100002,2,-118.635893780947811,34.080621190200333,2
No Damage,Single Family Residence Multi Story,-0.0200000,-0.1000000,11.5900002,5.0300002,2,-118.635454290974835,34.081079922610371,2
No Damage,Single Family Residence Multi Story,0.0500000,0.0700000,10.1499996,5.0300002,2,-118.635383645664263,34.081425134124444,2
No Damage,Single Family Residence Single Story,0.0600000,-0.0500000,13.6800003,5.0300002,2,-118.634250515256412,34.081279909738363,2
No Damage,Single Family Residence Multi Story,0.0300000,0.0100000,11.0900002,4.5100002,2,-118.635223099654965,34.080156392175567,2
Major (26-50%),Single Family Residence Multi Story,0.1600000,0.1700000,20.3400002,3.8099999,2,-118.631182749696606,34.064195552320896,1
Destroyed (>50%),Utility Misc Structure,0.1500000,0.1800000,13.5400000,3.8099999,2,-118.631680244785713,34.064027031012593,1
Affected (1-9%),Single Family Residence Single Story,0.2200000,0.2200000,11.8199997,3.0400000,2,-118.632215474506751,34.063226786499371,1
Minor (10-25%),Utility Misc Structure,0.2200000,0.3200000,16.7900009,3.8099999,2,-118.631696429732216,34.064179619557606,1
Destroyed (>50%),Utility Misc Structure,0.2200000,0.2900000,16.7900009,3.8099999,2,-118.631559035104445,34.064060113319528,1
Affected (1-9%),Single Family Residence Single Story,0.2100000,0.3200000,18.4899998,3.0400000,2,-118.632418060772991,34.063182817962819,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.1200000,8.2600002,4.5100002,2,-118.633184276099612,34.078608766495847,1
Destroyed (>50%),Single Family Residence Multi Story,0.2500000,0.2700000,16.5000000,4.5100002,2,-118.633928640805337,34.078795365151535,1
Destroyed (>50%),Utility Misc Structure,0.2900000,0.3200000,16.5000000,4.5100002,2,-118.633869250486910,34.078908483815546,1
Affected (1-9%),Single Family Residence Multi Story,-0.0300000,-0.0400000,14.9799995,4.2600002,2,-118.632492355040227,34.077780643830316,1
Destroyed (>50%),Single Family Residence Multi Story,0.0700000,0.0100000,21.7600002,4.2600002,2,-118.632217255865939,34.077523842700479,1
No Damage,Utility Misc Structure,0.0700000,0.0600000,8.7500000,5.0300002,2,-118.633621365774189,34.080839672708429,2
No Damage,Single Family Residence Multi Story,0.1200000,0.0300000,8.7500000,5.0300002,2,-118.633419643687233,34.080770190171464,2
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.1400000,8.7500000,5.0300002,2,-118.633236209502826,34.080508587949033,1
Destroyed (>50%),Single Family Residence Multi Story,0.4600000,0.4600000,16.5000000,4.5100002,2,-118.633897519570638,34.078971265531493,1
No Damage,Single Family Residence Multi Story,-0.0100000,-0.0600000,5.3200002,4.6300001,2,-118.621579180794285,34.073210035493538,2
No Damage,Single Family Residence Multi Story,0.1000000,0.1200000,6.5200000,4.6300001,2,-118.621238411179448,34.073142697876712,2
Destroyed (>50%),Utility Misc Structure,0.1500000,0.2900000,11.1000004,3.8399999,2,-118.627971127028744,34.068180481204351,1
No Damage,Utility Misc Structure,0.1000000,0.1000000,12.5799999,3.8399999,2,-118.627694548329217,34.068200916742512,2
Destroyed (>50%),Single Family Residence Multi Story,0.1100000,0.1000000,10.4600000,3.5599999,2,-118.629079494477423,34.067943872257956,1
Destroyed (>50%),Motor Home,0.0700000,0.0300000,11.1000004,3.9100001,2,-118.631290128017412,34.068814692731955,1
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.0700000,10.4600000,3.8399999,2,-118.627856636745761,34.068093667691102,1
No Damage,Single Family Residence Multi Story,0.1900000,0.2200000,12.5799999,3.8399999,2,-118.627768127537493,34.068195434672880,2
Destroyed (>50%),Single Family Residence Single Story,0.1100000,0.1800000,10.4600000,3.5599999,2,-118.629210069993860,34.067928817541748,1
Destroyed (>50%),Single Family Residence Multi Story,0.1800000,0.1600000,9.8299999,3.7600000,2,-118.629775698704080,34.068421276747451,1
Destroyed (>50%),Single Family Residence Multi Story,0.0200000,-0.0200000,13.4700003,3.7600000,2,-118.629865152940056,34.069792007167443,1
Destroyed (>50%),Single Family Residence Single Story,0.4800000,0.6500000,15.9899998,3.4900000,2,-118.619192022012754,34.060969102186895,1
Destroyed (>50%),Mobile Home Single Wide,0.2100000,0.3000000,14.8299999,3.8599999,2,-118.653732877999417,34.066559304922826,1
Affected (1-9%),Single Family Residence Single Story,0.0100000,-0.0300000,17.6299992,4.0100002,2,-118.629104141553881,34.072306480996730,1
No Damage,Single Family Residence Multi Story,-0.0000000,-0.0300000,13.3000002,4.7800002,2,-118.628765919561204,34.073352127690178,2
No Damage,Single Family Residence Multi Story,0.0400000,0.0300000,11.3599997,4.8800001,2,-118.664327577917604,34.070639264779729,2
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,-0.0000000,1.9100000,2.9100001,3,-118.640515914918510,34.037523795185940,1
No Damage,Commercial Building Single Story,0.0100000,-0.0100000,3.9600000,3.3699999,3,-118.641817025792875,34.037859398204517,2
Destroyed (>50%),Single Family Residence Single Story,0.1200000,0.1600000,7.9499998,4.3699999,2,-118.618836504755919,34.072109958064971,1
Destroyed (>50%),Single Family Residence Single Story,0.0800000,0.0200000,5.3299999,4.3699999,2,-118.619005864136440,34.072064303532052,1
Affected (1-9%),Single Family Residence Multi Story,0.0400000,0.0000000,6.2800002,3.6199999,2,-118.628409008119064,34.070076474393105,1
No Damage,Utility Misc Structure,0.1200000,0.1900000,18.4500008,4.0100002,2,-118.629023680352205,34.072134873650356,2
No Damage,Utility Misc Structure,0.0300000,0.1100000,10.1599998,4.0900002,2,-118.626386228474701,34.072264270278332,2
No Damage,Single Family Residence Single Story,0.0600000,0.0200000,7.5700002,4.0900002,2,-118.626127362755852,34.072234607352591,2
No Damage,Single Family Residence Multi Story,0.0900000,0.0800000,6.7100000,4.1199999,2,-118.625726096098219,34.072882520108720,2
No Damage,Utility Misc Structure,0.0900000,0.0900000,6.7100000,4.1199999,2,-118.625749662501377,34.072754527795169,2
Destroyed (>50%),Utility Misc Structure,0.0700000,0.1100000,13.2399998,4.1199999,2,-118.625414061792682,34.071724349678753,1
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,0.0500000,13.2600002,4.1199999,2,-118.625643413362852,34.071726017224066,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,-0.0200000,15.9300003,4.1199999,2,-118.624258497757310,34.072582720449397,1
Affected (1-9%),Single Family Residence Multi Story,0.0300000,-0.1100000,7.9400001,4.3699999,2,-118.618622593428881,34.072084148802674,1
Affected (1-9%),Single Family Residence Multi Story,0.0300000,-0.0300000,16.7199993,4.0900002,2,-118.626435563051757,34.072082849596143,1
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.0000000,11.8900003,4.1199999,2,-118.625836568216897,34.072066596118667,1
No Damage,Utility Misc Structure,0.1500000,0.1400000,7.5700002,4.0900002,2,-118.625996973190666,34.072100049571247,2
No Damage,Utility Misc Structure,0.1800000,0.1800000,10.1999998,4.1199999,2,-118.625526873124414,34.072034326523934,2
Affected (1-9%),Utility Misc Structure,0.1200000,0.1000000,11.8900003,4.1199999,2,-118.625757280215026,34.071852191006975,1
No Damage,Single Family Residence Multi Story,-0.0100000,-0.0500000,18.3299999,4.6300001,2,-118.623209968886357,34.073969720736379,2
No Damage,Utility Misc Structure,0.1300000,0.1100000,16.1399994,3.0200000,2,-118.642799143113209,34.051960767755013,2
No Damage,Utility Misc Structure,0.1700000,0.1000000,16.1399994,3.0200000,2,-118.642875608608549,34.052025959325483,2
Destroyed (>50%),Single Family Residence Single Story,0.1200000,0.1100000,16.9099998,3.0200000,2,-118.642668357391003,34.051784218846699,1
No Damage,Single Family Residence Multi Story,0.0500000,0.0600000,8.9899998,3.0300000,2,-118.645772610721124,34.038954200277253,2
Affected (1-9%),Single Family Residence Multi Story,0.1100000,0.0300000,11.1599998,4.6900001,2,-118.648605829753592,34.076118470019892,1
Affected (1-9%),Single Family Residence Multi Story,0.0500000,0.0300000,13.1400003,3.3399999,2,-118.651392083964666,34.068892041628708,1
Affected (1-9%),Utility Misc Structure,0.2100000,0.2800000,17.5300007,3.1600001,2,-118.649412500709033,34.067009019243869,1
Affected (1-9%),Single Family Residence Multi Story,0.0100000,0.0200000,3.6700001,3.1600001,2,-118.650112458096970,34.066034868119715,1
Affected (1-9%),Single Family Residence Multi Story,0.1900000,0.3300000,27.8299999,3.4100001,2,-118.624364835829041,34.039251097406726,1
Affected (1-9%),Single Family Residence Single Story,0.1300000,0.2000000,9.5299997,3.8099999,2,-118.622870384149351,34.044311316931321,1
Affected (1-9%),Single Family Residence Single Story,-0.0300000,-0.0700000,16.4899998,2.6400001,2,-118.655850188259478,34.044316924852069,1
No Damage,Single Family Residence Single Story,0.0700000,0.0100000,14.4399996,2.6400001,2,-118.655672519462570,34.044078127885953,2
No Damage,Single Family Residence Single Story,0.0200000,-0.0400000,11.4899998,2.7600000,2,-118.655189592352343,34.042748153004766,2
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,-0.0200000,12.6199999,2.7600000,2,-118.653959999951056,34.043226000136954,1
Destroyed (>50%),Utility Misc Structure,0.1500000,0.1800000,14.0799999,2.7600000,2,-118.653621833653929,34.042816332082147,1
Affected (1-9%),Utility Misc Structure,0.1100000,0.2000000,16.7700005,3.0300000,2,-118.643898902904866,34.040061666597460,1
Affected (1-9%),Single Family Residence Multi Story,0.0900000,-0.0300000,3.9500000,3.7900000,2,-118.641833765898198,34.042789212754180,1
Affected (1-9%),Utility Misc Structure,0.0600000,0.0700000,2.3199999,3.9300001,2,-118.623766280270431,34.045262866499471,1
Affected (1-9%),Single Family Residence Multi Story,0.1100000,0.1000000,9.8800001,3.5999999,2,-118.618756886173969,34.041604794648443,1
Affected (1-9%),Single Family Residence Multi Story,0.0600000,0.0200000,5.2500000,3.7900000,2,-118.642435597612717,34.042979277874899,1
No Damage,Utility Misc Structure,0.0200000,-0.0300000,10.8999996,3.4700000,2,-118.656142926752722,34.045671072768378,2
Affected (1-9%),Single Family Residence Multi Story,0.1700000,0.1400000,17.6299992,3.0200000,2,-118.658103449554631,34.045847827933287,1
No Damage,Single Family Residence Multi Story,0.0300000,-0.0300000,17.3700008,3.0999999,2,-118.636683392896018,34.039751934583414,2
Destroyed (>50%),Motor Home,0.0800000,-0.0200000,13.4700003,5.2199998,2,-118.669802746692227,34.067598544778392,1
Destroyed (>50%),Motor Home,0.1500000,0.1600000,18.1599998,5.2199998,2,-118.669833019019023,34.068033167632038,1
Affected (1-9%),Single Family Residence Single Story,0.0400000,-0.0500000,21.6200008,3.4100001,2,-118.623236214963967,34.040457809135603,1
Affected (1-9%),Single Family Residence Multi Story,0.0300000,0.0200000,20.0599995,3.4100001,2,-118.622662416076281,34.040088937907797,1
Affected (1-9%),Single Family Residence Single Story,0.2000000,0.2400000,16.1800003,3.4000001,2,-118.646593708620060,34.052103654750688,1
Affected (1-9%),Multi Family Residence Multi Story,0.0000000,-0.0800000,22.0000000,3.4600000,1,-118.620059017534444,34.037622531914010,1
Affected (1-9%),Single Family Residence Multi Story,-0.0000000,0.0200000,16.9099998,3.0300000,2,-118.644987359195284,34.039945426967876,1
Affected (1-9%),Single Family Residence Single Story,0.0800000,0.0200000,9.6700001,3.3099999,2,-118.635385189868217,34.038342439766708,1
No Damage,Single Family Residence Single Story,0.1600000,0.1500000,3.6199999,3.4700000,2,-118.658157729357384,34.044453192596571,2
No Damage,Utility Misc Structure,0.1200000,0.0900000,8.8900003,3.4700000,2,-118.658187449220250,34.043955887588922,2
Affected (1-9%),Single Family Residence Multi Story,0.0400000,-0.0100000,8.7799997,3.4700000,2,-118.657737646587734,34.044095381183446,1
Destroyed (>50%),Utility Misc Structure,0.4000000,0.4500000,6.7300000,2.3000000,2,-118.641501816841156,34.066087066299779,1
Affected (1-9%),Single Family Residence Multi Story,0.0600000,0.0900000,15.8699999,3.4200001,2,-118.646031385710089,34.041395462794782,1
Affected (1-9%),Utility Misc Structure,0.2200000,0.2300000,10.6499996,3.8499999,2,-118.652351267295799,34.066989748756022,1
Affected (1-9%),Single Family Residence Multi Story,0.0500000,0.0200000,5.4899998,2.3000000,2,-118.642513318952751,34.066017201814553,1
Affected (1-9%),Single Family Residence Multi Story,0.0900000,0.1100000,18.6399994,2.9100001,2,-118.640680498855005,34.038701339195661,1
Affected (1-9%),Single Family Residence Multi Story,0.0900000,0.0900000,9.7600002,2.9100001,2,-118.639408491599170,34.038344562053339,1
Affected (1-9%),Single Family Residence Single Story,0.0400000,0.0300000,11.0699997,3.8199999,2,-118.644511430859410,34.052470478311385,1
Affected (1-9%),Utility Misc Structure,-0.0000000,-0.0300000,15.6300001,3.4000001,2,-118.646314207700854,34.052523793073483,1
Affected (1-9%),Single Family Residence Multi Story,0.0800000,0.0900000,14.2399998,2.2200000,2,-118.639018987481876,34.060089394848113,1
Affected (1-9%),Utility Misc Structure,0.1800000,0.1500000,14.3699999,2.2200000,2,-118.638882142623117,34.060268044476253,1
Affected (1-9%),Single Family Residence Multi Story,0.0400000,-0.0200000,10.3999996,2.5899999,2,-118.638204442792969,34.044715229189350,1
Affected (1-9%),Single Family Residence Multi Story,0.0900000,0.0300000,17.5000000,3.1500001,2,-118.644362421913343,34.065648802701887,1
Affected (1-9%),Single Family Residence Single Story,0.1000000,0.0600000,11.7100000,2.7900000,2,-118.642297306466290,34.064794453117742,1
Affected (1-9%),Single Family Residence Single Story,-0.0300000,-0.0200000,6.9299998,3.3099999,2,-118.635285566703217,34.038578555926051,1
Affected (1-9%),Multi Family Residence Multi Story,-0.0100000,-0.0700000,12.1199999,2.9100001,3,-118.639914767720313,34.038265409881838,1
Affected (1-9%),Single Family Residence Single Story,0.1900000,0.2200000,14.7600002,3.6500001,2,-118.645695227147627,34.041698191716620,1
Affected (1-9%),Single Family Residence Multi Story,0.0600000,0.0300000,21.2700005,2.9800000,2,-118.646153665284871,34.040592624838460,1
Affected (1-9%),Single Family Residence Single Story,0.0300000,-0.0500000,11.5100002,2.9800000,2,-118.648652168449203,34.039327963374596,1
Affected (1-9%),Single Family Residence Multi Story,0.1100000,0.1200000,16.1000004,3.0300000,2,-118.644477831172864,34.039730603385934,1
No Damage,Utility Misc Structure,-0.0200000,-0.0200000,2.3699999,4.2500000,2,-118.647375969654334,34.060630150168279,2
Affected (1-9%),Multi Family Residence Single Story,-0.0400000,-0.0700000,12.4700003,3.2400000,3,-118.624636296826466,34.037831695166581,1
No Damage,Single Family Residence Multi Story,0.0900000,-0.0600000,15.3299999,2.6700001,2,-118.636735316417727,34.041840053888649,2
No Damage,Single Family Residence Single Story,0.0800000,0.1000000,4.6599998,2.6700001,2,-118.637116300014569,34.041656290299031,2
Affected (1-9%),Multi Family Residence Multi Story,0.0500000,-0.0100000,8.3199997,3.1400001,3,-118.654802253174921,34.039045980461594,1
Affected (1-9%),Multi Family Residence Multi Story,0.2300000,0.2300000,14.6599998,3.0699999,3,-118.658882335618372,34.039701183654159,1
Affected (1-9%),Commercial Building Multi Story,-0.0100000,-0.0400000,8.2200003,3.0699999,3,-118.659252870011812,34.039452089929604,1
Affected (1-9%),Single Family Residence Multi Story,0.0700000,0.0600000,13.8500004,3.0500000,2,-118.648432089289443,34.042991282913732,1
Affected (1-9%),Single Family Residence Single Story,0.0900000,0.1100000,20.3899994,3.5999999,2,-118.621956487586658,34.041743294653074,1
Affected (1-9%),Utility Misc Structure,0.1800000,0.1300000,8.2200003,3.0699999,2,-118.659253170947423,34.039094563362589,1
No Damage,Utility Misc Structure,0.0300000,-0.0500000,2.3199999,3.0999999,2,-118.637420450705136,34.037510706259447,2
Affected (1-9%),Single Family Residence Multi Story,0.0600000,0.0500000,12.7399998,2.9800000,3,-118.647210544894747,34.038723643579395,1
No Damage,Single Family Residence Multi Story,0.0400000,0.0900000,9.8900003,2.3099999,2,-118.654490072443991,34.047635546746157,2
Affected (1-9%),Single Family Residence Single Story,-0.0100000,-0.0500000,9.8299999,2.6900001,2,-118.648708050846437,34.043349693726420,1
No Damage,Utility Misc Structure,0.1500000,0.1500000,20.0499992,3.5999999,2,-118.619684093074270,34.042758653720711,2
Affected (1-9%),Single Family Residence Multi Story,0.0500000,0.0200000,11.5400000,2.9800000,2,-118.646399694976580,34.039740382418671,1
Affected (1-9%),Utility Misc Structure,0.0400000,0.0700000,7.8600001,3.3699999,3,-118.641205788717386,34.038056873741986,1
Minor (10-25%),Utility Misc Structure,0.0500000,0.0300000,8.6099997,3.0300000,3,-118.645284101479717,34.038808213042678,1
No Damage,Single Family Residence Multi Story,-0.0200000,0.0100000,15.5100002,4.8800001,2,-118.664814847483910,34.068496340017482,2
No Damage,Commercial Building Single Story,0.0000000,0.0100000,5.0000000,3.0999999,3,-118.636352479596482,34.037231333908267,2
No Damage,Utility Misc Structure,0.0900000,0.0400000,13.6800003,5.0300002,2,-118.634109985508346,34.081071588780155,2
No Damage,Utility Misc Structure,0.1000000,0.0600000,7.3400002,3.0300000,2,-118.644264192035394,34.038682989791823,2
Destroyed (>50%),Motor Home,0.1700000,0.2200000,10.4200001,4.3200002,2,-118.646534450354025,34.075979669766348,1
Destroyed (>50%),Single Family Residence Single Story,0.1700000,0.2100000,23.9099998,3.5999999,2,-118.623400620135683,34.041632188283941,1
Destroyed (>50%),Utility Misc Structure,0.1500000,0.2100000,17.9099998,2.8599999,2,-118.649646622333336,34.052742897317813,1
No Damage,Single Family Residence Single Story,0.0800000,0.1000000,3.7100000,2.9500000,3,-118.571752600017859,34.047079614380799,2
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0900000,4.1700001,2.9500000,3,-118.571927881092748,34.046958455448831,1
No Damage,Single Family Residence Single Story,-0.0600000,-0.0400000,14.8699999,2.9000001,3,-118.570184977863335,34.042684713229946,2
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.1100000,5.5700002,3.0100000,3,-118.573427051622630,34.043969946155059,1
Destroyed (>50%),Single Family Residence Single Story,0.0100000,-0.0000000,5.7900000,3.1500001,3,-118.573475338764055,34.044152494418597,1
Destroyed (>50%),Single Family Residence Single Story,0.0300000,0.0400000,5.5599999,3.1500001,3,-118.573481314357323,34.044321899332026,1
Destroyed (>50%),Single Family Residence Single Story,-0.0400000,-0.0100000,5.3299999,3.1500001,3,-118.573454826632869,34.044468608024864,1
Destroyed (>50%),Single Family Residence Single Story,0.0300000,0.0400000,3.9500000,3.1500001,3,-118.573457065234564,34.044623772231127,1
Destroyed (>50%),Single Family Residence Single Story,0.0400000,0.0400000,3.9500000,3.1500001,3,-118.573437493639489,34.044762183938857,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,-0.0100000,5.1799998,3.1500001,3,-118.573451991549888,34.044969190343863,1
Destroyed (>50%),Single Family Residence Single Story,-0.0400000,-0.0400000,5.1799998,3.1500001,3,-118.573464422436729,34.045102766245932,1
