DAMAGE,STRUCTURETYPE,dnbr,dndvi,Slope,Wind,NLCD,Longitude,Latitude,Damage_Code
No Damage,Utility Misc Structure,0.1000000,0.0700000,13.9499998,2.9200001,2,-118.516062369530644,34.049562655902108,2
No Damage,Single Family Residence Multi Story,0.0500000,-0.0700000,9.2600002,2.9200001,2,-118.516158987831034,34.049950871190084,2
No Damage,Single Family Residence Single Story,-0.0100000,-0.0100000,10.2600002,2.6600001,2,-118.515380240107845,34.049825906289314,2
No Damage,Single Family Residence Single Story,0.1300000,0.1000000,3.4900000,2.8000000,2,-118.525885408534918,34.049342507367321,2
Major (26-50%),Utility Misc Structure,0.0400000,0.1200000,2.2000000,2.7500000,2,-118.526102623865555,34.049252645235391,1
Destroyed (>50%),Single Family Residence Single Story,-0.0400000,0.0400000,2.0000000,2.8000000,3,-118.523871206903166,34.048993828395616,1
Destroyed (>50%),Utility Misc Structure,0.0300000,0.0600000,2.3199999,2.8000000,3,-118.524041061255403,34.048956236402503,1
Destroyed (>50%),Single Family Residence Single Story,-0.0000000,-0.0400000,0.7300000,2.9300001,3,-118.521772126155170,34.044684774313801,1
Destroyed (>50%),Single Family Residence Single Story,0.0400000,0.0700000,0.3300000,2.9300001,3,-118.521854136052426,34.044805003831279,1
Destroyed (>50%),Utility Misc Structure,0.1300000,0.2000000,0.3300000,2.9300001,3,-118.521984189647682,34.044829578347276,1
Destroyed (>50%),Single Family Residence Single Story,-0.0100000,0.0300000,0.0000000,2.9300001,3,-118.521953602012275,34.044915627431052,1
Destroyed (>50%),Single Family Residence Single Story,0.1300000,0.1600000,0.0000000,2.9300001,3,-118.521913365572388,34.045052203859704,1
Destroyed (>50%),Utility Misc Structure,0.1900000,0.2600000,0.0000000,2.9300001,3,-118.522103331407209,34.044986616891798,1
Destroyed (>50%),Single Family Residence Single Story,0.1300000,0.1800000,0.0000000,2.9300001,3,-118.522031637762652,34.045132154330346,1
Minor (10-25%),Single Family Residence Single Story,-0.0900000,-0.0900000,1.1799999,2.9300001,3,-118.522019239215112,34.045237930359697,1
No Damage,Utility Misc Structure,0.0000000,0.0200000,0.7300000,2.9300001,3,-118.522158149300765,34.045234429727287,2
Destroyed (>50%),Single Family Residence Multi Story,0.1100000,0.0900000,2.9400001,2.9300001,3,-118.522051115932967,34.045513774228908,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,0.0800000,2.0799999,2.9300001,3,-118.522104092280216,34.045623217874393,1
Destroyed (>50%),Single Family Residence Single Story,0.1200000,0.1000000,2.6500001,2.9300001,3,-118.522092898373430,34.045733740665860,1
Destroyed (>50%),Utility Misc Structure,0.2900000,0.3100000,2.6500001,2.9300001,3,-118.522228500862241,34.045736564676304,1
Destroyed (>50%),Single Family Residence Single Story,-0.0100000,-0.0300000,9.7299995,2.5599999,2,-118.538007854392191,34.052246614444755,1
Destroyed (>50%),Single Family Residence Multi Story,0.3200000,0.3500000,7.8600001,3.2500000,2,-118.529218640634284,34.041930923563982,1
Destroyed (>50%),Utility Misc Structure,0.3300000,0.3200000,2.6500001,2.8000000,2,-118.524347606854562,34.050353435460757,1
Destroyed (>50%),Single Family Residence Single Story,0.1700000,0.1500000,2.9700000,2.8000000,2,-118.524399422578469,34.050564280679453,1
Destroyed (>50%),Single Family Residence Single Story,0.1900000,0.2500000,2.0999999,2.9300001,3,-118.521206217170601,34.044026638916392,1
Destroyed (>50%),Single Family Residence Single Story,0.1600000,0.2000000,1.1799999,2.9300001,2,-118.521196802826410,34.044139238291933,1
Destroyed (>50%),Single Family Residence Single Story,0.1900000,0.2300000,1.1799999,2.9300001,2,-118.521231069961217,34.044241932466264,1
Destroyed (>50%),Utility Misc Structure,0.3600000,0.3900000,1.1799999,2.9300001,3,-118.521021827178728,34.044232858106874,1
Destroyed (>50%),Single Family Residence Single Story,0.1700000,0.1800000,1.0400000,2.9300001,2,-118.521277020584662,34.044340682959636,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0600000,1.0400000,2.9300001,3,-118.521297279390964,34.044444850697438,1
Destroyed (>50%),Single Family Residence Single Story,0.0100000,0.0200000,1.0400000,2.9300001,3,-118.521282828192938,34.044555345995271,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.1400000,2.0000000,2.9300001,2,-118.521113538881025,34.044593602407261,1
Destroyed (>50%),Utility Misc Structure,0.2000000,0.2700000,2.0000000,2.9300001,2,-118.521157929130808,34.044658638119259,1
Destroyed (>50%),Single Family Residence Single Story,0.1100000,0.1400000,1.3099999,2.9300001,3,-118.521320002276042,34.044676661695881,1
Destroyed (>50%),Single Family Residence Multi Story,0.1400000,0.1300000,1.3099999,2.9300001,3,-118.521356076821206,34.044783422316421,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.1300000,2.0799999,2.9300001,3,-118.521382976872403,34.044889402730853,1
Destroyed (>50%),Single Family Residence Single Story,0.1300000,0.1800000,2.0799999,2.9300001,3,-118.521421436444697,34.044981279211704,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.0900000,2.0799999,2.9300001,3,-118.521450196906827,34.045100687300177,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.1700000,2.7100000,2.9300001,3,-118.521416545117944,34.045218302104331,1
Destroyed (>50%),Utility Misc Structure,0.3200000,0.2900000,2.7100000,2.9300001,2,-118.521263753366242,34.045327989530286,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0500000,2.7100000,2.9300001,3,-118.521522292996579,34.045319940987042,1
Destroyed (>50%),Single Family Residence Single Story,0.1500000,0.1900000,3.5300000,2.9300001,3,-118.521544734708996,34.045577663700072,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.1600000,4.1100001,2.9300001,3,-118.521519458811866,34.045700241821173,1
Destroyed (>50%),Utility Misc Structure,0.1600000,0.2500000,4.1100001,2.8399999,3,-118.521370321406707,34.045810325354331,1
Destroyed (>50%),Single Family Residence Single Story,0.1500000,0.1900000,4.1500001,2.8399999,3,-118.521589017160906,34.045815514115191,1
Destroyed (>50%),Utility Misc Structure,0.2900000,0.3200000,3.3499999,2.7800000,2,-118.524415255385293,34.050773075594464,1
Destroyed (>50%),Single Family Residence Single Story,0.1100000,0.1200000,1.7700000,2.8299999,3,-118.543387335521075,34.045817325827116,1
Destroyed (>50%),Single Family Residence Single Story,0.0400000,0.0300000,2.0000000,2.8699999,3,-118.543388679400749,34.045686437360438,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,0.0400000,2.5000000,3.1099999,2,-118.548349905831685,34.042761727935769,1
Destroyed (>50%),Utility Misc Structure,0.1100000,0.1200000,1.6400000,3.1099999,2,-118.548376530998354,34.042632844533564,1
Destroyed (>50%),Single Family Residence Single Story,0.0800000,0.0600000,1.6400000,3.1099999,2,-118.548147700451096,34.042806258636880,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,0.0600000,1.3900000,2.8299999,3,-118.543312775352490,34.046040678192895,1
Destroyed (>50%),Single Family Residence Multi Story,0.1400000,0.1100000,4.1500001,3.2300000,3,-118.550224409555241,34.042198429370714,1
Destroyed (>50%),Single Family Residence Multi Story,0.1600000,0.1100000,1.6400000,3.1099999,2,-118.547981719634379,34.042903969441426,1
Destroyed (>50%),Utility Misc Structure,0.2400000,0.3700000,1.6400000,3.1099999,2,-118.548011910214427,34.042788328452346,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,0.0000000,3.6199999,3.0599999,3,-118.543152815943131,34.041556333773713,1
Destroyed (>50%),Utility Misc Structure,0.1700000,0.2100000,3.0999999,3.0599999,3,-118.542897803996880,34.041491934354731,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.0700000,5.0100002,3.0599999,2,-118.543103850573559,34.041385805285977,1
Destroyed (>50%),Single Family Residence Single Story,0.0300000,0.0700000,6.2900000,3.0599999,3,-118.543039279670964,34.041225661982942,1
Destroyed (>50%),Single Family Residence Single Story,0.1000000,0.1800000,3.0999999,3.0599999,3,-118.542905206114824,34.041356656336234,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.1100000,4.6900001,3.0599999,2,-118.542827684200731,34.041085289769875,1
Destroyed (>50%),Utility Misc Structure,0.1100000,0.1600000,4.6900001,3.0599999,2,-118.542701657752957,34.041148770937383,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.1100000,5.2800002,3.2300000,2,-118.550088798083323,34.042326347990695,1
Destroyed (>50%),Single Family Residence Single Story,0.1600000,0.1500000,4.4600000,3.2300000,2,-118.549972203945941,34.042464319806896,1
Destroyed (>50%),Utility Misc Structure,0.2800000,0.3400000,4.4600000,3.2300000,2,-118.550054456388281,34.042576327254693,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0700000,-0.0200000,9.4600000,3.1099999,2,-118.546419709255389,34.041715835548800,1
No Damage,Utility Misc Structure,0.1400000,0.1800000,11.9799995,3.1099999,2,-118.546920122970945,34.041527238477279,2
Affected (1-9%),Single Family Residence Single Story,0.0600000,0.0500000,4.8699999,3.2300000,2,-118.549064683625133,34.043102553494350,1
Destroyed (>50%),Single Family Residence Single Story,0.1700000,0.1300000,3.9600000,3.2300000,2,-118.549490043996997,34.042963342612403,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,0.0400000,3.5300000,3.2300000,2,-118.549615704830543,34.042895241066752,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.0500000,3.5300000,3.2300000,2,-118.549759559243483,34.042730236206474,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.1100000,4.6900001,3.2300000,2,-118.549850134576928,34.042592010250630,1
Destroyed (>50%),Utility Misc Structure,0.3900000,0.4600000,4.4600000,3.2300000,2,-118.550010566500191,34.042632016801711,1
Destroyed (>50%),Single Family Residence Single Story,0.0800000,0.1100000,3.2300000,3.2300000,2,-118.548537396807859,34.042717055038089,1
Destroyed (>50%),Single Family Residence Single Story,0.0300000,0.0100000,1.1799999,3.2300000,2,-118.548753816231127,34.042619656650828,1
Destroyed (>50%),Single Family Residence Single Story,0.1600000,0.2100000,3.5500000,3.1099999,2,-118.547824088658189,34.042958480451169,1
Destroyed (>50%),Utility Misc Structure,0.2200000,0.2700000,1.1799999,3.1099999,2,-118.547801447519760,34.042849860351872,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.0800000,3.3499999,3.1099999,2,-118.547609091267987,34.043039126638796,1
Destroyed (>50%),Single Family Residence Multi Story,0.1600000,0.1500000,3.3499999,3.1099999,2,-118.547445272696123,34.043110053655489,1
Destroyed (>50%),Single Family Residence Multi Story,0.1000000,0.1100000,2.7900000,3.1099999,3,-118.546907298621903,34.043305609180656,1
Destroyed (>50%),Single Family Residence Single Story,0.1200000,0.1200000,3.0999999,3.0599999,3,-118.542685674029059,34.041254469309564,1
Destroyed (>50%),Utility Misc Structure,0.0900000,0.1700000,3.0999999,3.0599999,3,-118.542812165804250,34.041345571112750,1
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.0400000,1.6700000,2.7500000,2,-118.527788492159246,34.049713213984347,1
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,0.1400000,3.0999999,2.7500000,2,-118.527716260423901,34.049928108293642,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.1300000,3.0999999,2.7500000,2,-118.527696553183191,34.050137380381379,1
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,0.1300000,5.5999999,2.7500000,2,-118.527652135983985,34.050316941906601,1
Destroyed (>50%),Single Family Residence Multi Story,0.1100000,0.1800000,7.0400000,2.7500000,2,-118.527614402250464,34.050554668872394,1
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,0.1000000,6.9899998,2.7500000,2,-118.527493386605272,34.050715645284278,1
Destroyed (>50%),Single Family Residence Multi Story,0.1500000,0.2300000,3.8399999,3.1099999,2,-118.547307433402324,34.043218325806350,1
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.0600000,2.7900000,3.1099999,3,-118.547081550227475,34.043222328219258,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0400000,4.7300000,3.2300000,2,-118.548595524094893,34.043159831157070,1
Destroyed (>50%),Single Family Residence Single Story,0.0100000,0.0100000,11.9799995,3.1099999,2,-118.546827073677164,34.041260946118264,1
Destroyed (>50%),Single Family Residence Multi Story,0.1400000,0.2400000,12.9799995,3.1099999,2,-118.546984164765846,34.040876365297919,1
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.0600000,12.3299999,3.1099999,2,-118.547006707089565,34.040542420043849,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,0.0200000,15.3400002,3.1099999,2,-118.546690334819530,34.040111773417742,1
Destroyed (>50%),Utility Misc Structure,0.1200000,0.1700000,12.3199997,3.1099999,2,-118.546671263586077,34.040302293401993,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,0.0700000,11.7700005,3.1099999,2,-118.547107596879144,34.041411317959579,1
Destroyed (>50%),Utility Misc Structure,0.2300000,0.2800000,11.7700005,3.1099999,2,-118.547278166290340,34.041511561239368,1
Destroyed (>50%),Single Family Residence Single Story,-0.0000000,-0.0200000,15.0400000,3.1099999,2,-118.547440817950630,34.040652802814016,1
Destroyed (>50%),Single Family Residence Single Story,0.1200000,0.1100000,4.1500001,2.8399999,3,-118.521606069879979,34.045923456793510,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,0.0900000,0.7300000,2.8299999,2,-118.542325576262570,34.047489581153876,1
Destroyed (>50%),Single Family Residence Single Story,0.1900000,0.2500000,4.1100001,2.8399999,3,-118.521397935618509,34.045917444805497,1
Destroyed (>50%),Single Family Residence Multi Story,0.0700000,0.0300000,2.7900000,3.1099999,2,-118.548411371258339,34.043255885358420,1
Destroyed (>50%),Single Family Residence Multi Story,0.2400000,0.3700000,6.2500000,2.9600000,2,-118.539106209218701,34.046515976053854,1
Destroyed (>50%),Single Family Residence Multi Story,0.1500000,0.1300000,6.2500000,2.9600000,2,-118.539118424509908,34.046341673362377,1
Affected (1-9%),Utility Misc Structure,0.1500000,0.2100000,3.9600000,2.9600000,2,-118.538868315568536,34.046781829878881,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,0.0300000,3.9600000,2.9600000,2,-118.538978103170990,34.046729627252560,1
Destroyed (>50%),Single Family Residence Multi Story,0.0200000,0.0400000,2.3199999,2.9600000,3,-118.539071141684971,34.047242123251941,1
Destroyed (>50%),Single Family Residence Multi Story,0.1100000,0.1100000,2.0000000,2.9600000,3,-118.539133121846319,34.047028826154410,1
Destroyed (>50%),Utility Misc Structure,0.1900000,0.1800000,1.9100000,2.9600000,2,-118.538920605602939,34.046926000632176,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0300000,2.0000000,2.9600000,3,-118.539135790741000,34.046844686758647,1
Destroyed (>50%),Single Family Residence Single Story,0.0400000,0.0400000,4.0599999,2.8399999,3,-118.521635407958868,34.046032040949655,1
Destroyed (>50%),Single Family Residence Multi Story,0.1800000,0.2300000,0.7300000,2.8299999,3,-118.542213152104736,34.047600458786142,1
Affected (1-9%),Single Family Residence Multi Story,0.0700000,0.1400000,0.9300000,2.8299999,2,-118.542022928453406,34.047727354751650,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.1200000,4.9899998,3.1099999,2,-118.547304471656830,34.043645700853169,1
Destroyed (>50%),Single Family Residence Single Story,0.2200000,0.2400000,4.4000001,3.1099999,3,-118.547515140065698,34.043581558334481,1
Destroyed (>50%),Utility Misc Structure,0.1400000,0.1600000,4.4000001,3.1099999,3,-118.547484417682938,34.043725448696904,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.1400000,3.4900000,3.1099999,2,-118.547663185119447,34.043482915633021,1
Destroyed (>50%),Utility Misc Structure,0.1900000,0.1900000,3.4900000,3.1099999,3,-118.547699544430600,34.043647953269122,1
Destroyed (>50%),Utility Misc Structure,0.2700000,0.2800000,2.8199999,2.8399999,3,-118.521436534429625,34.046026310327406,1
Destroyed (>50%),Utility Misc Structure,0.3300000,0.3600000,2.8199999,2.8399999,3,-118.521447339365878,34.046135399753510,1
Destroyed (>50%),Single Family Residence Single Story,0.0000000,0.0400000,4.0599999,2.8399999,3,-118.521656062922148,34.046135416128877,1
Destroyed (>50%),Single Family Residence Multi Story,0.1600000,0.1400000,3.0999999,3.1099999,2,-118.547818215472859,34.043442698086189,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0900000,0.8800000,3.0500000,2,-118.536242856200062,34.047179562163052,1
Destroyed (>50%),Single Family Residence Single Story,0.0000000,0.0000000,1.3099999,3.0500000,2,-118.536112937352030,34.047280472980788,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0500000,1.3099999,3.0500000,2,-118.536047939749679,34.047441360336016,1
Destroyed (>50%),Utility Misc Structure,0.1300000,0.1300000,1.3099999,3.0500000,2,-118.536142601519387,34.047429621649762,1
Destroyed (>50%),Single Family Residence Multi Story,0.1700000,0.1700000,2.7900000,3.1099999,2,-118.548232855350122,34.043345168781016,1
Destroyed (>50%),Utility Misc Structure,0.1500000,0.1500000,2.8199999,2.8399999,3,-118.521473916023595,34.046240293242981,1
Destroyed (>50%),Single Family Residence Single Story,0.0400000,-0.0000000,4.0599999,2.8399999,3,-118.521678926842768,34.046243832539091,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0700000,2.8199999,3.1099999,2,-118.548026258106120,34.043383098222115,1
Destroyed (>50%),Utility Misc Structure,0.2000000,0.2500000,2.5599999,3.1099999,2,-118.548162879284462,34.043479440980612,1
Destroyed (>50%),Utility Misc Structure,0.0700000,0.0500000,3.1099999,2.8399999,3,-118.521566604194589,34.046326781539008,1
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,0.0700000,3.1099999,2.8399999,3,-118.521706905770628,34.046356667156410,1
Destroyed (>50%),Single Family Residence Multi Story,0.1800000,0.2500000,3.1099999,2.8399999,3,-118.521738052158128,34.046454333676436,1
Destroyed (>50%),Utility Misc Structure,0.3600000,0.4700000,3.1099999,2.8399999,3,-118.521531726205367,34.046508982337720,1
Destroyed (>50%),Single Family Residence Multi Story,0.0200000,0.0200000,3.8399999,3.1099999,3,-118.546188445172035,34.043571870556029,1
No Damage,Multi Family Residence Multi Story,0.0500000,0.0500000,8.6999998,2.6199999,2,-118.531077468756195,34.050031438530915,2
No Damage,Commercial Building Multi Story,0.0500000,0.0300000,13.4600000,2.6199999,2,-118.530972830296960,34.050625148237131,2
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,0.0500000,1.3900000,2.8299999,2,-118.542413215901703,34.047361388224310,1
Affected (1-9%),Single Family Residence Multi Story,-0.0100000,0.0000000,0.9900000,2.8299999,3,-118.542477362799460,34.047239816595905,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,-0.0100000,0.9900000,2.8299999,2,-118.542567607552911,34.047121579363612,1
Destroyed (>50%),Single Family Residence Multi Story,0.0200000,0.0600000,1.4700000,2.8299999,2,-118.542673509941835,34.047017956782142,1
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,0.0200000,1.4700000,2.8299999,2,-118.542781352691620,34.046870952536452,1
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,0.0900000,2.9400001,2.8299999,2,-118.542860125958910,34.046733968912854,1
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.1000000,2.5000000,2.8299999,2,-118.543031377191397,34.046527326326895,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0900000,4.9899998,3.1099999,2,-118.547097253676995,34.043709546326241,1
Destroyed (>50%),Utility Misc Structure,0.1400000,0.1300000,4.8699999,3.1099999,2,-118.547255668882400,34.043813507164963,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.1100000,5.2399998,3.1099999,2,-118.546965405247789,34.043804481142601,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.1100000,12.2700005,3.2400000,2,-118.545782316832060,34.041338259122341,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,0.0600000,13.1400003,3.2400000,3,-118.545219198913045,34.041066451081704,1
No Damage,Utility Misc Structure,0.1200000,0.1400000,14.8500004,3.2400000,3,-118.545253429216984,34.041267213012596,2
Destroyed (>50%),Single Family Residence Single Story,0.1100000,0.1100000,14.8500004,3.2400000,3,-118.545244119077324,34.041359957636303,1
Affected (1-9%),Utility Misc Structure,0.1000000,0.1100000,14.7900000,3.2400000,2,-118.545065480099979,34.041401039644676,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.0600000,14.2200003,3.2400000,2,-118.544750901765582,34.041084689057854,1
Destroyed (>50%),Single Family Residence Multi Story,0.1700000,0.2100000,14.6199999,2.8800001,2,-118.520718081628374,34.052644699930561,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,-0.0500000,11.7900000,2.8800001,2,-118.520143636851913,34.052474492940235,1
Destroyed (>50%),Single Family Residence Single Story,0.0800000,0.1000000,4.2600002,2.8800001,2,-118.519071725732417,34.052140043336514,1
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.0100000,3.2800000,2.8800001,2,-118.518846589955913,34.052194686844835,1
Affected (1-9%),Single Family Residence Multi Story,-0.0100000,-0.0200000,4.3099999,2.8800001,2,-118.518654081888883,34.052150536935166,1
Destroyed (>50%),Single Family Residence Multi Story,0.1000000,0.1600000,4.9200001,2.8800001,2,-118.519443555496480,34.052030561957068,1
Destroyed (>50%),Single Family Residence Multi Story,0.1500000,0.1800000,6.2900000,2.8800001,2,-118.519667431834989,34.052005294369700,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,0.0500000,7.4499998,2.8800001,2,-118.520833260020822,34.052025974955363,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.2200000,8.8999996,3.0000000,2,-118.522401134601978,34.052254558131480,1
Destroyed (>50%),Utility Misc Structure,0.2100000,0.2000000,10.4899998,3.0000000,2,-118.522406312491285,34.052417607849264,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.1100000,4.2600002,3.1099999,2,-118.546049069759064,34.044141294186353,1
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.0900000,4.5500002,3.1300001,2,-118.545872886775655,34.044194390136823,1
Destroyed (>50%),Single Family Residence Multi Story,0.1400000,0.2200000,3.8299999,2.8399999,3,-118.522806520035147,34.046518957091614,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0700000,-0.1100000,11.7900000,2.8800001,2,-118.520272200142117,34.052567858685556,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,0.0800000,15.5100002,2.8800001,2,-118.520467614259175,34.052640081702386,1
Destroyed (>50%),Single Family Residence Multi Story,0.1100000,0.1200000,11.1599998,2.8800001,2,-118.519934919583818,34.052365263558542,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0000000,0.0200000,8.5600004,2.8800001,2,-118.519719146947622,34.052305215956096,1
No Damage,Single Family Residence Multi Story,0.0100000,0.0400000,6.4499998,2.8800001,2,-118.519467553091033,34.052283034229056,2
No Damage,Single Family Residence Multi Story,0.0800000,0.0100000,9.4899998,2.8800001,2,-118.518498774854336,34.052446719504587,2
Destroyed (>50%),Single Family Residence Multi Story,-0.0700000,-0.0500000,11.3400002,2.8000000,2,-118.518305617305273,34.052412405351241,1
Destroyed (>50%),Single Family Residence Multi Story,0.1800000,0.1500000,4.3699999,2.8000000,2,-118.518352164410018,34.051722543085035,1
No Damage,Single Family Residence Single Story,0.0700000,0.0500000,7.4099998,2.8800001,3,-118.520423920203697,34.051959637936129,2
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.1900000,8.2299995,3.0000000,2,-118.521784141122083,34.052191570547741,1
Destroyed (>50%),Single Family Residence Multi Story,0.2200000,0.3000000,7.8899999,3.0000000,2,-118.522644543907958,34.052238930510683,1
No Damage,Single Family Residence Single Story,0.0300000,0.0100000,7.8899999,3.0000000,2,-118.522895281670046,34.052267936539735,2
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.1100000,4.0599999,3.0000000,2,-118.523217233376357,34.052035075274816,1
Destroyed (>50%),Utility Misc Structure,0.1100000,0.1100000,4.0599999,3.0000000,2,-118.523403824240617,34.052030826176725,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0200000,0.0600000,10.7500000,2.8800001,2,-118.519437897906840,34.052654676939675,1
Destroyed (>50%),Single Family Residence Multi Story,0.1000000,0.1200000,3.2800000,2.8800001,2,-118.519264730567855,34.052048414270736,1
Affected (1-9%),Single Family Residence Multi Story,0.0900000,0.1000000,4.2600002,2.8800001,2,-118.519272014108154,34.052270288459901,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.1200000,7.7600002,2.8800001,2,-118.518981706456131,34.052610752785093,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0300000,9.4899998,2.8800001,2,-118.518731041457556,34.052514005839441,1
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.1600000,6.9000001,2.8000000,2,-118.518160829542708,34.052239706793486,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0900000,5.4499998,2.8000000,2,-118.518046325785050,34.052069845824789,1
Destroyed (>50%),Single Family Residence Single Story,-0.0400000,-0.0300000,6.2900000,2.8800001,3,-118.519800409446447,34.051993946318483,1
Destroyed (>50%),Single Family Residence Multi Story,0.1000000,0.2000000,7.4099998,2.8800001,2,-118.520647801033732,34.052044043111295,1
Destroyed (>50%),Single Family Residence Single Story,-0.0500000,-0.0800000,6.9499998,2.8800001,3,-118.520707342269077,34.051596713704285,1
Affected (1-9%),Single Family Residence Single Story,0.0400000,0.0200000,7.1999998,2.8800001,3,-118.520563985522827,34.051595291376614,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.1200000,7.1999998,2.8800001,2,-118.520593521231064,34.051720050480057,1
Destroyed (>50%),Single Family Residence Single Story,0.0400000,0.1100000,4.0599999,3.0000000,2,-118.523307755709240,34.051841748166886,1
Destroyed (>50%),Single Family Residence Multi Story,0.1700000,0.1800000,5.8600001,3.0000000,2,-118.522906611222425,34.051825287617824,1
Destroyed (>50%),Single Family Residence Single Story,-0.0000000,-0.0100000,7.9499998,3.0000000,2,-118.523051063015060,34.052142671388062,1
Destroyed (>50%),Utility Misc Structure,0.1300000,0.2500000,7.1399999,3.0000000,2,-118.523210631657321,34.052208904809312,1
No Damage,Single Family Residence Single Story,0.0100000,0.0100000,17.2399998,2.8699999,2,-118.543268381509421,34.040209363014377,2
Destroyed (>50%),Single Family Residence Multi Story,0.0200000,0.0500000,16.8400002,2.9200001,3,-118.543544239760152,34.040246471313438,1
Destroyed (>50%),Single Family Residence Single Story,0.2300000,0.2400000,16.9500008,2.9200001,2,-118.543833451467563,34.040336783664443,1
Major (26-50%),Single Family Residence Multi Story,0.0200000,0.0200000,16.9500008,2.9200001,3,-118.544024833945599,34.040345918735724,1
Affected (1-9%),Single Family Residence Single Story,0.0700000,0.0900000,15.4399996,2.9200001,3,-118.544098437408408,34.040509762532984,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0900000,11.7799997,3.2400000,2,-118.544786871207847,34.040801416021061,1
No Damage,Single Family Residence Multi Story,-0.0500000,-0.0600000,13.5299997,2.9200001,2,-118.544420529251809,34.040638122884573,2
Destroyed (>50%),Single Family Residence Single Story,0.2000000,0.2200000,3.7400000,3.0500000,3,-118.538406031743520,34.047980407006953,1
Destroyed (>50%),Utility Misc Structure,0.1300000,0.2400000,1.8600000,2.9600000,3,-118.538475553261691,34.048056815496366,1
Destroyed (>50%),Single Family Residence Multi Story,0.2200000,0.2500000,4.2800002,2.9600000,3,-118.538445992400653,34.047813925638756,1
